Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Dep_Hour,Dep_Minute,Arr_Hour,Arr_Minute,Duration_Minutes
5590.260188088137,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,5192,15,5,22,40,10,40,720
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? COK,0,No info,4729,1,4,5,10,8,0,170
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,6093,3,6,6,40,21,0,860
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,8891,1,5,9,25,18,30,545
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,12242,27,3,16,0,4,25,745
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,11467,1,5,17,0,18,0,1500
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14781,21,5,21,10,9,20,730
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,10197,18,5,7,0,19,0,720
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,17261,6,3,21,25,9,30,725
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,7480,1,5,20,40,9,25,765
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4804,21,5,15,30,18,5,155
4338.284841075794,9158.389411354929,9158.389411354929,CCU ? BLR,0,No check-in baggage included,4439,21,4,9,0,11,25,145
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? JAI ? BOM ? COK,2,In-flight meal not included,10368,6,6,5,30,4,25,1375
4338.284841075794,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,6065,21,3,6,10,11,20,310
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,8586,24,5,18,55,4,40,585
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? COK,0,No info,5406,18,3,14,30,17,35,185
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BDQ ? BOM ? COK,2,In-flight meal not included,12142,6,6,18,25,4,25,600
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14714,6,6,2,15,12,35,620
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,15,6,2,15,4,25,1570
9611.210616438357,8017.464269458353,11917.716738197425,BLR ? MAA ? DEL,1,No info,15434,6,3,11,50,23,55,725
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? BBI ? BOM ? BLR,2,No info,10676,18,5,12,0,11,10,1390
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4804,21,4,20,20,22,55,155
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? JAI ? BOM ? COK,2,No info,13014,9,6,19,30,12,35,1025
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3943,3,5,10,10,13,0,170
9611.210616438357,5059.708751793401,5059.708751793401,BOM ? COK ? MAA ? HYD,2,No info,9678,6,3,5,30,22,0,990
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14781,15,5,8,25,19,50,685
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,10197,15,5,9,0,19,0,600
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BHO ? BOM ? COK,2,No info,10861,9,5,5,55,19,15,800
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,10844,1,5,21,10,4,40,450
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,7480,21,5,17,20,9,25,965
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,5684,24,6,17,10,1,30,500
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14714,6,6,16,0,19,0,1620
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,In-flight meal not included,9314,1,4,9,35,18,0,505
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4435,15,3,20,45,23,20,155
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,11789,27,6,7,30,19,0,690
4338.284841075794,8017.464269458353,5143.918577075099,BLR ? DEL,0,No check-in baggage included,3919,3,4,21,10,0,5,175
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,In-flight meal not included,5198,6,4,15,15,18,10,175
4338.284841075794,8017.464269458353,11917.716738197425,BLR ? DEL,0,No check-in baggage included,4273,24,3,5,45,8,35,170
7796.348643006263,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,8820,9,5,17,0,18,50,1550
5674.413742690059,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,2754,6,5,12,0,13,30,90
7796.348643006263,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,8085,9,6,20,20,23,25,1625
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,In-flight meal not included,10539,9,6,20,25,21,5,1480
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,14676,9,6,9,35,22,5,750
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,6017,27,3,2,15,4,25,1570
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,In-flight meal not included,4544,1,4,18,55,22,0,185
8443.409155262696,5059.708751793401,5059.708751793401,BOM ? NDC ? HYD,1,No info,4140,6,3,13,5,16,20,195
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,7229,3,5,11,10,14,5,175
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? GOI ? BOM ? COK,2,No info,16373,9,3,22,0,19,15,1275
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? IXR ? DEL ? BLR,2,No info,10991,1,5,5,50,23,15,1045
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,9663,18,5,14,5,12,0,1315
9611.210616438357,8017.464269458353,11917.716738197425,BLR ? COK ? DEL,1,Change airports,14305,1,3,22,0,23,20,1520
5590.260188088137,10539.43905664536,10539.43905664536,DEL ? BLR ? COK,1,No info,6752,15,5,16,45,7,10,865
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,8529,12,6,16,30,9,20,1010
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? COK,0,No info,4729,27,3,5,35,8,50,195
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,7670,18,5,8,45,21,0,735
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,In-flight meal not included,4995,3,5,10,20,11,50,90
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,7229,1,5,8,20,11,20,180
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,4823,27,4,7,10,10,5,175
5590.260188088137,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,3782,27,3,19,35,22,5,150
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,12898,21,5,18,15,19,0,1485
4338.284841075794,9158.389411354929,9158.389411354929,CCU ? BLR,0,No check-in baggage included,3841,24,5,22,20,0,40,140
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,9627,18,5,10,35,19,0,505
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14571,9,6,21,10,12,0,890
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,6985,24,3,15,20,17,55,155
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,8040,21,6,7,5,8,30,85
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4804,21,6,22,15,0,50,155
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,10678,27,6,4,55,19,0,845
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14231,24,3,16,55,18,10,1515
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,8529,12,6,20,0,16,20,1220
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? GOI ? BOM ? COK,2,No info,11753,24,6,10,55,19,15,500
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? AMD ? BOM ? COK,2,No info,16704,18,5,23,5,4,25,1760
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,13374,6,6,18,55,4,40,585
9611.210616438357,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,3625,1,5,21,5,22,25,80
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,16079,21,5,16,0,19,0,1620
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,27,6,20,55,12,35,940
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,9663,15,5,6,30,12,0,330
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,9595,18,5,18,0,1,30,450
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4804,24,6,17,15,19,50,155
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? DEL ? AMD ? BLR,2,No info,12744,9,6,10,0,5,25,1165
9611.210616438357,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,6961,1,6,13,20,16,10,170
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,9663,6,5,14,5,4,40,875
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,7575,21,5,10,35,19,15,520
9611.210616438357,8017.464269458353,11917.716738197425,BLR ? BOM ? NAG ? DEL,2,No info,13355,3,3,19,10,10,35,925
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? BOM ? COK ? BLR,2,No info,12592,24,5,9,25,13,45,1700
9611.210616438357,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,3625,1,6,13,55,15,25,90
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,24,6,15,0,4,25,805
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? AMD ? BOM ? COK,2,No info,9443,21,5,19,45,19,15,1410
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,18959,9,3,8,40,19,15,635
5674.413742690059,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,4784,3,3,6,20,7,45,85
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,7893,1,4,17,30,12,0,1110
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? CCU ? BOM ? COK,2,No info,14431,27,6,6,50,7,40,1490
18833.780940722223,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,Business class,79512,1,3,5,45,11,25,340
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,In-flight meal not included,3210,24,5,19,35,21,5,90
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,13677,9,3,6,0,21,0,900
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,7480,27,5,6,5,9,25,1640
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,8372,24,6,19,0,7,40,760
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? IDR ? BOM ? COK,2,No info,11664,27,3,5,25,4,25,1380
9611.210616438357,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,6961,18,6,10,0,12,45,165
9611.210616438357,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,6121,24,4,17,0,19,45,165
9611.210616438357,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,5911,12,4,6,10,8,55,165
5861.056790555317,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3398,6,5,11,40,14,30,170
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,7530,9,6,19,0,1,30,390
5861.056790555317,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3419,24,5,20,55,23,40,165
7796.348643006263,8017.464269458353,11917.716738197425,BLR ? DEL,0,No info,6558,24,3,21,10,0,5,175
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,10203,9,6,20,30,20,25,1435
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,In-flight meal not included,11087,12,3,18,55,20,20,1525
4338.284841075794,8017.464269458353,11917.716738197425,BLR ? DEL,0,No info,5575,24,3,20,30,23,20,170
5590.260188088137,10539.43905664536,10539.43905664536,DEL ? BLR ? COK,1,No info,6152,24,4,7,55,22,25,870
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? GAU ? BLR,1,In-flight meal not included,5608,9,5,10,20,17,35,435
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,17261,6,3,11,40,10,25,1365
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? JAI ? BOM ? COK,2,No info,15129,9,5,9,40,12,35,1615
5861.056790555317,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3419,6,5,20,55,23,40,165
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,6218,21,3,10,45,15,30,285
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14714,3,6,2,15,12,35,620
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14848,3,6,11,30,19,15,465
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? GAU ? BLR,1,No info,9358,12,5,10,20,17,35,435
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,8366,6,5,9,25,7,55,1350
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,15342,6,3,11,30,19,15,465
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,5678,21,3,3,5,4,25,80
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4804,6,5,22,15,0,50,155
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14571,24,5,8,25,16,20,475
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,12681,1,4,8,25,20,45,740
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,17261,6,3,21,25,10,25,780
7796.348643006263,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,9922,9,6,17,0,10,45,1065
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,10844,18,5,18,55,12,0,1025
4338.284841075794,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,4423,21,4,5,55,8,35,160
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3419,24,5,1,30,4,15,165
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14714,24,6,22,50,4,25,335
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,In-flight meal not included,11087,9,3,5,45,11,25,340
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,6316,27,6,16,0,1,30,570
4338.284841075794,4789.892388451444,4789.892388451444,MAA ? CCU,0,No check-in baggage included,3543,27,5,9,45,12,0,135
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14571,6,6,18,55,12,0,1025
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,14676,9,6,9,35,18,0,505
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,17261,6,3,16,55,9,30,995
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,13941,15,5,8,25,23,35,910
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BLR ? COK,1,No info,13348,3,3,6,10,8,15,1565
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,8016,18,6,11,10,14,5,175
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,12898,27,5,7,5,12,35,330
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,7229,9,4,18,55,22,0,185
4338.284841075794,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,2017,27,6,5,45,7,15,90
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,16736,6,3,8,0,19,10,670
4338.284841075794,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,3873,18,6,17,10,19,40,150
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,6704,9,5,14,20,22,30,490
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,10844,6,6,18,55,19,50,1495
7796.348643006263,8017.464269458353,11917.716738197425,BLR ? DEL,0,No info,7450,9,3,19,40,22,20,160
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,16736,6,3,16,55,5,5,730
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,15,6,15,0,12,35,1295
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? IXR ? DEL ? BLR,2,No info,10991,1,5,5,50,16,15,2065
4338.284841075794,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3311,6,6,21,10,0,5,175
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,7081,24,5,10,35,1,30,895
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3943,27,4,21,15,0,15,180
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,8372,21,5,13,0,19,15,375
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? AMD ? BOM ? COK,2,No info,11701,9,3,19,45,19,15,1410
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,In-flight meal not included,5769,3,6,15,15,18,10,175
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? IDR ? BOM ? COK,2,No info,15965,12,6,15,5,1,30,625
4338.284841075794,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,4423,12,6,9,30,12,20,170
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? MAA ? DEL,1,In-flight meal not included,6136,15,3,9,45,14,25,280
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,In-flight meal not included,11087,12,3,16,55,23,0,365
5674.413742690059,4789.892388451444,4789.892388451444,MAA ? CCU,0,No info,3540,3,6,5,15,7,40,145
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,12898,21,5,14,0,4,25,865
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,4591,18,4,6,5,8,50,165
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,8635,24,3,4,0,7,40,1660
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14714,27,6,9,0,19,0,600
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,14151,18,5,20,25,19,10,1365
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,8835,1,6,4,55,19,15,860
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,11936,21,5,17,30,8,55,925
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? LKO ? BOM ? COK,2,No info,13882,9,6,21,35,12,35,900
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? MAA ? COK,1,No info,5117,1,4,17,20,9,25,965
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,In-flight meal not included,4544,24,5,15,15,18,10,175
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,6442,15,5,6,50,22,30,940
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? GOI ? BOM ? COK,2,No info,10441,9,5,22,0,19,15,1275
5674.413742690059,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,2227,21,5,20,5,21,40,95
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,7229,15,4,6,0,8,45,165
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,1,6,13,0,19,0,360
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,13817,12,3,8,0,21,20,800
4338.284841075794,10539.43905664536,10539.43905664536,DEL ? BLR ? COK,1,No info,5975,21,5,17,55,22,50,295
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4148,21,3,21,25,0,5,160
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,13587,6,6,11,30,21,0,570
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,In-flight meal not included,2759,21,3,3,5,4,25,80
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,7229,15,5,19,50,22,50,180
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? HYD ? BOM ? COK,2,No info,13547,9,5,7,5,7,40,1475
4338.284841075794,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,3873,21,6,6,55,9,30,155
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14388,21,5,16,30,4,40,730
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,13731,24,5,18,55,10,5,910
4338.284841075794,9158.389411354929,9158.389411354929,CCU ? BLR,0,No check-in baggage included,3815,27,3,6,55,9,35,160
11643.92335671603,5059.708751793401,5059.708751793401,BOM ? HYD,0,No info,5678,15,3,15,50,17,20,90
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,9663,9,5,8,25,9,20,1495
5861.056790555317,9158.389411354929,9158.389411354929,CCU ? AMD ? BLR,1,No info,8855,21,5,16,40,0,15,455
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? JAI ? BOM ? COK,2,No info,15129,9,5,9,40,4,25,1125
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,13555,18,3,16,55,23,0,365
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,10844,21,5,21,10,8,15,665
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,In-flight meal not included,7832,21,3,11,40,21,20,580
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? AMD ? BOM ? COK,2,In-flight meal not included,11150,27,6,23,5,12,35,810
7796.348643006263,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,8452,9,5,20,20,10,45,865
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,9646,9,6,9,45,16,10,385
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,3943,24,6,10,10,13,0,170
5861.056790555317,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,5281,12,6,7,0,12,55,355
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? HYD ? BOM ? COK,2,No info,14667,1,6,17,15,7,40,865
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,14571,24,5,20,0,9,20,800
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BDQ ? DEL,1,Business class,28097,1,3,5,50,12,20,390
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? BOM ? DEL,1,No info,17471,6,3,20,35,19,10,1355
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10577,12,6,8,0,19,0,660
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14848,24,6,11,30,19,15,465
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,4591,15,4,23,30,2,20,170
5674.413742690059,4789.892388451444,4789.892388451444,MAA ? CCU,0,No info,3597,18,5,19,35,21,55,140
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,6938,27,5,16,10,22,30,380
5590.260188088137,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,3807,24,6,19,55,22,25,150
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,In-flight meal not included,10262,12,6,9,0,19,0,600
9611.210616438357,9158.389411354929,9158.389411354929,CCU ? JAI ? DEL ? BLR,2,No info,11432,9,5,8,20,20,25,725
11643.92335671603,8017.464269458353,11917.716738197425,BLR ? DEL,0,No info,7229,21,3,19,55,22,35,160
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,14848,21,5,11,30,19,15,465
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,8586,15,5,6,30,23,35,1025
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,6106,9,4,10,35,19,15,520
4338.284841075794,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,3873,3,5,22,20,0,40,140
11643.92335671603,10539.43905664536,10539.43905664536,DEL ? JDH ? BOM ? COK,2,In-flight meal not included,15812,15,6,11,40,19,0,440
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? DEL ? BLR,1,No info,12121,24,5,20,25,14,25,1080
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,In-flight meal not included,8586,12,5,6,30,19,50,800
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,7354,12,6,7,30,19,15,705
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4778,6,3,21,25,0,5,160
5674.413742690059,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,6838,9,6,8,30,21,0,750
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? HYD ? COK,1,No info,10276,6,3,9,45,22,20,755
11643.92335671603,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,8016,18,6,8,20,11,20,180
9611.210616438357,8017.464269458353,11917.716738197425,BLR ? HYD ? DEL,1,No info,4943,21,3,8,15,18,30,615
5674.413742690059,8017.464269458353,5143.918577075099,BLR ? DEL,0,No info,4823,24,6,8,30,11,20,170
11643.92335671603,9158.389411354929,9158.389411354929,CCU ? BOM ? BLR,1,No info,12996,1,4,8,25,16,20,475
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,9929,27,5,9,0,19,15,615
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,9508,3,6,10,0,1,30,930
9611.210616438357,10539.43905664536,10539.43905664536,DEL ? COK,0,No info,5674,21,3,18,5,21,10,185
5674.413742690059,4789.892388451444,4789.892388451444,MAA ? CCU,0,No info,3858,18,6,11,35,14,0,145
5674.413742690059,9158.389411354929,9158.389411354929,CCU ? BLR,0,No info,4804,24,5,22,15,0,50,155
10902.678093645485,10539.43905664536,10539.43905664536,DEL ? BOM ? COK,1,No info,13377,27,5,14,0,1,30,690
